Sequence Name	mcg	gvh	alm	mit	erl	pox	vac	nuc	class
HR25_YEAST	0.43	0.39	0.51	0.28	0.5	0	0.4	0.22	NUC
H2A1_YEAST	0.44	0.53	0.52	0.37	0.5	0	0.5	0.22	NUC
HXT4_YEAST	0.43	0.44	0.3	0.18	0.5	0	0.51	0.22	ME3
IF2M_YEAST	0.55	0.49	0.5	0.46	0.5	0	0.52	0.25	MIT
INO2_YEAST	0.56	0.45	0.59	0.14	0.5	0	0.51	0.26	NUC
IXR1_YEAST	0.42	0.32	0.61	0.13	0.5	0	0.14	0.27	NUC
YJ91_YEAST	0.47	0.43	0.35	0.32	0.5	0	0.54	0.22	ME3
KHR1_YEAST	0.84	0.63	0.38	0.23	0.5	0	0.53	0.22	EXC
KRE2_YEAST	0.89	0.82	0.6	0.49	0.5	0	0.55	0.22	ME2
MSF1_YEAST	0.36	0.44	0.57	0.18	0.5	0	0.42	0.22	MIT
LEUR_YEAST	0.44	0.41	0.44	0.13	0.5	0	0.49	0.42	NUC
MAC1_YEAST	0.52	0.49	0.57	0.57	0.5	0	0.51	0.22	NUC
MA6R_YEAST	0.33	0.38	0.53	0.26	0.5	0	0.52	0.27	NUC
MCM3_YEAST	0.53	0.51	0.51	0.11	0.5	0	0.49	0.41	NUC
EFG1_YEAST	0.53	0.48	0.45	0.44	0.5	0	0.49	0.27	MIT
MT28_YEAST	0.43	0.83	0.55	0.2	0.5	0	0.47	0.4	NUC
MIF2_YEAST	0.37	0.31	0.53	0.16	0.5	0	0.53	0.44	NUC
MNS1_YEAST	0.89	0.52	0.41	0.26	0.5	0	0.52	0.31	ME2
RT02_YEAST	0.57	0.4	0.62	0.3	0.5	0	0.48	0.11	MIT
RM27_YEAST	0.44	0.44	0.67	0.35	0.5	0	0.48	0.26	MIT
RM08_YEAST	0.55	0.5	0.6	0.31	0.5	0	0.46	0.27	MIT
SYDM_YEAST	0.51	0.56	0.51	0.42	0.5	0	0.53	0.36	MIT
MSN4_YEAST	0.51	0.56	0.62	0.24	0.5	0	0.52	0.51	NUC
MTF1_YEAST	0.46	0.46	0.56	0.12	0.5	0	0.55	0.22	MIT
YNE2_YEAST	0.44	0.41	0.29	0.21	0.5	0	0.49	0.22	ME3
NAT2_YEAST	0.59	0.58	0.39	0.52	0.5	0	0.5	0.31	CYT
NI96_YEAST	0.4	0.53	0.44	0.18	0.5	0	0.54	0.31	NUC
NSP1_YEAST	0.87	0.47	0.6	0.47	0.5	0	0.59	0.22	NUC
YK62_YEAST	0.7	0.51	0.47	0.24	0.5	0	0.53	0.25	NUC
PEM2_YEAST	0.48	0.49	0.45	0.23	0.5	0	0.51	0.22	ME3
PTSR_YEAST	0.5	0.5	0.54	0.16	0.5	0	0.49	0.22	POX
DCP2_YEAST	0.49	0.45	0.46	0.18	0.5	0	0.49	0.31	CYT
PEP1_YEAST	0.74	0.89	0.32	0.24	0.5	0	0.54	0.32	ME1
PT22_YEAST	0.56	0.68	0.52	0.39	0.5	0	0.36	0.22	MIT
PROF_YEAST	0.47	0.49	0.6	0.15	0.5	0	0.38	0.22	CYT
PPA3_YEAST	0.77	0.72	0.48	0.26	0.5	0	0.51	0.22	EXC
PIK1_YEAST	0.45	0.4	0.43	0.22	0.5	0	0.51	0.48	NUC
MANA_YEAST	0.55	0.51	0.54	0.2	0.5	0	0.56	0.22	CYT
DPO2_YEAST	0.54	0.53	0.48	0.14	0.5	0	0.49	0.33	NUC
PPCK_YEAST	0.45	0.47	0.53	0.15	0.5	0	0.52	0.27	CYT
PRC2_YEAST	0.52	0.46	0.56	0.2	0.5	0	0.5	0.22	CYT
PR21_YEAST	0.38	0.26	0.6	0.1	0.5	0	0.48	0.44	NUC
PRC8_YEAST	0.45	0.45	0.52	0.17	0.5	0	0.54	0.22	CYT
PTR2_YEAST	0.36	0.33	0.38	0.15	0.5	0	0.55	0.36	ME3
KPYK_YEAST	0.61	0.55	0.51	0.26	0.5	0	0.52	0.22	CYT
RA16_YEAST	0.33	0.28	0.5	0.4	0.5	0	0.46	0.61	NUC
RA52_YEAST	0.31	0.39	0.55	0.28	0.5	0	0.46	0.31	NUC
RAP1_YEAST	0.54	0.53	0.53	0.17	0.5	0	0.51	0.39	NUC
RER1_YEAST	0.45	0.66	0.39	0.11	0.5	0	0.54	0.22	ME3
RHO1_YEAST	0.6	0.48	0.46	0.32	0.5	0	0.4	0.33	CYT
RN15_YEAST	0.47	0.45	0.51	0.33	0.5	0	0.46	0.26	NUC
R17A_YEAST	0.43	0.33	0.54	0.37	0.5	0	0.38	0.16	CYT
RPB3_YEAST	0.54	0.57	0.55	0.18	0.5	0	0.5	0.22	NUC
RPC8_YEAST	0.57	0.42	0.63	0.22	0.5	0	0.68	0.32	NUC
R14B_YEAST	0.57	0.43	0.52	0.3	0.5	0	0.37	0.11	CYT
RL19_YEAST	0.72	0.37	0.63	0.38	0.5	0	0.4	0.14	CYT
R37B_YEAST	0.4	0.45	0.61	0.29	0.5	0	0.44	0.22	CYT
RL9_YEAST	0.48	0.46	0.58	0.16	0.5	0	0.45	0.22	CYT
RS6_YEAST	0.46	0.33	0.45	0.22	0.5	0	0.41	0.37	CYT
R26B_YEAST	0.46	0.54	0.59	0.41	0.5	0	0.53	0.21	CYT
RS4E_YEAST	0.53	0.57	0.6	0.36	0.5	0	0.5	0.22	CYT
SAC7_YEAST	0.34	0.25	0.55	0.28	0.5	0	0.51	0.49	CYT
DHSB_YEAST	0.53	0.51	0.55	0.57	0.5	0	0.46	0.22	MIT
SC17_YEAST	0.46	0.44	0.58	0.17	0.5	0	0.55	0.22	CYT
SEC6_YEAST	0.46	0.38	0.51	0.2	0.5	0	0.51	0.22	CYT
TRAM_YEAST	0.47	0.52	0.54	0.25	0.5	0	0.54	0.29	MIT
SGE1_YEAST	0.85	0.69	0.34	0.31	0.5	0	0.57	0.3	ME1
SIR1_YEAST	0.45	0.41	0.53	0.49	0.5	0	0.49	0.31	NUC
SLA1_YEAST	0.37	0.55	0.52	0.13	0.5	0	0.42	0.8	CYT
SMF1_YEAST	0.57	0.51	0.34	0.13	0.5	0	0.53	0.27	MIT
SNF5_YEAST	0.66	0.43	0.57	0.6	0.5	0	0.19	0.33	NUC
SON1_YEAST	0.4	0.39	0.6	0.23	0.5	0	0.52	0.31	NUC
SX19_YEAST	0.32	0.68	0.51	0.16	0.5	0.83	0.55	0.22	POX
SPT6_YEAST	0.23	0.13	0.51	0.16	0.5	0	0.53	0.51	NUC
SRPI_YEAST	0.25	0.33	0.48	0.18	0.5	0	0.42	0.33	NUC
HS74_YEAST	0.53	0.48	0.51	0.18	0.5	0	0.51	0.27	CYT
S120_YEAST	0.7	0.58	0.53	0.39	0.5	0	0.59	0.22	EXC
STE3_YEAST	0.88	0.72	0.32	0.3	0.5	0	0.52	0.33	ME1
STV1_YEAST	0.58	0.43	0.32	0.11	0.5	0	0.49	0.22	VAC
SUP1_YEAST	0.41	0.49	0.55	0.13	0.5	0	0.55	0.22	CYT
OSTD_YEAST	0.78	0.73	0.27	0.28	0.5	0	0.56	0.22	ME1
TCPD_YEAST	0.39	0.47	0.49	0.2	0.5	0	0.53	0.26	CYT
EF1H_YEAST	0.54	0.48	0.55	0.33	0.5	0	0.55	0.4	CYT
SYTC_YEAST	0.31	0.31	0.57	0.15	0.5	0	0.5	0.22	CYT
TIP1_YEAST	0.77	0.7	0.44	0.29	0.5	0	0.56	0.22	ME1
TOP2_YEAST	0.45	0.36	0.5	0.19	0.5	0	0.53	0.7	NUC
TPS2_YEAST	0.54	0.43	0.48	0.27	0.5	0	0.44	0.41	CYT
TRP_YEAST	0.48	0.44	0.51	0.24	0.5	0	0.49	0.22	CYT
TUP1_YEAST	0.5	0.43	0.56	0.17	0.5	0	0.35	0.22	NUC
UBP1_YEAST	0.59	0.7	0.46	0.19	0.5	0	0.54	0.44	CYT
PYR1_YEAST	0.56	0.49	0.47	0.13	0.5	0	0.52	0.22	NUC
VM11_YEAST	0.68	0.68	0.35	0.16	0.5	0	0.62	0.22	VAC
VPS1_YEAST	0.5	0.55	0.52	0.16	0.5	0	0.51	0.31	CYT
XRS2_YEAST	0.64	0.56	0.52	0.17	0.5	0	0.54	0.47	NUC
YAG7_YEAST	0.49	0.49	0.4	0.2	0.5	0	0.48	0.26	ME3
YBE2_YEAST	0.26	0.3	0.37	0.15	0.5	0	0.53	0.25	ME3
YB33_YEAST	0.46	0.59	0.38	0.12	0.5	0	0.5	0.22	ME3
YCK1_YEAST	0.71	0.51	0.49	0.23	0.5	0	0.3	0.32	ME2
YCR8_YEAST	0.39	0.56	0.34	0.18	0.5	0	0.49	0.22	ME3
EF3_YEAST	0.48	0.58	0.47	0.17	0.5	0	0.53	0.74	CYT
RIMI_YEAST	0.33	0.38	0.47	0.14	0.5	0	0.51	0.47	NUC
YHP0_YEAST	0.38	0.44	0.57	0.14	0.5	0	0.53	0.52	NUC
YIB3_YEAST	0.52	0.46	0.34	0.2	0.5	0	0.51	0.25	ME3
YKD8_YEAST	0.38	0.4	0.39	0.19	0.5	0	0.46	0.62	NUC
YK44_YEAST	0.58	0.56	0.38	0.39	0.5	0	0.54	0.57	NUC
YP53_YEAST	0.71	0.5	0.5	0.18	0.5	0	0.46	0.22	CYT
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABC1_YEAST	0.5	0.54	0.48	0.65	0.5	0	0.53	0.22	MIT
ACT2_YEAST	0.47	0.39	0.5	0.11	0.5	0	0.49	0.4	CYT
ADH4_YEAST	0.59	0.45	0.53	0.19	0.5	0	0.59	0.27	CYT
YMX1_YEAST	0.72	0.61	0.45	0.3	0.5	0	0.54	0.25	MIT
ANP1_YEAST	0.74	0.75	0.58	0.47	0.5	0	0.4	0.35	ME2
ASSY_YEAST	0.66	0.62	0.49	0.1	0.5	0	0.49	0.22	CYT
AROF_YEAST	0.34	0.46	0.57	0.09	0.5	0	0.55	0.22	CYT
ATPT_YEAST	0.63	0.53	0.54	0.4	0.5	0	0.5	0.22	MIT
YBR8_YEAST	0.39	0.44	0.35	0.16	0.5	0	0.55	0.22	ME3
BGL2_YEAST	0.69	0.7	0.52	0.36	0.5	0	0.46	0.22	EXC
CAPA_YEAST	0.42	0.35	0.54	0.18	0.5	0	0.56	0.22	CYT
CBP2_YEAST	0.59	0.67	0.56	0.41	0.5	0	0.47	0.22	MIT
CCL1_YEAST	0.4	0.38	0.53	0.16	0.5	0	0.52	0.27	NUC
CC25_YEAST	0.39	0.58	0.5	0.26	0.5	0	0.54	0.59	ME3
CC42_YEAST	0.59	0.48	0.5	0.14	0.5	0	0.45	0.25	CYT
KTHY_YEAST	0.42	0.43	0.56	0.1	0.5	0	0.49	0.22	CYT
PEM1_YEAST	0.42	0.42	0.42	0.2	0.5	0	0.49	0.22	ME3
KC21_YEAST	0.31	0.31	0.56	0.33	0.5	0	0.52	0.33	NUC
KCC2_YEAST	0.32	0.57	0.5	0.15	0.5	0	0.53	0.22	CYT
UCR1_YEAST	0.58	0.58	0.58	0.49	0.5	0	0.49	0.26	MIT
COX4_YEAST	0.5	0.52	0.6	0.51	0.5	0	0.48	0.22	MIT
CYPB_YEAST	0.77	0.79	0.58	0.23	0.5	0	0.48	0.22	EXC
CSE2_YEAST	0.53	0.38	0.66	0.25	0.5	0	0.43	0.22	NUC
MTC_YEAST	0.38	0.51	0.75	0.17	0.5	0	0.55	0.22	CYT
CY1_YEAST	0.44	0.68	0.45	0.51	0.5	0	0.52	0.41	MIT
DBF4_YEAST	0.35	0.4	0.59	0.22	0.5	0	0.47	0.37	NUC
DMC1_YEAST	0.43	0.39	0.54	0.14	0.5	0	0.47	0.22	NUC
DUR3_YEAST	0.83	0.58	0.33	0.04	0.5	0	0.53	0.22	ME2
ERD1_YEAST	0.52	0.75	0.37	0.14	0.5	0	0.46	0.22	ME3
ERG4_YEAST	0.36	0.46	0.43	0.19	0.5	0	0.48	0.22	ME3
LCF2_YEAST	0.35	0.46	0.49	0.15	1	0	0.55	0.35	CYT
FET4_YEAST	0.39	0.44	0.28	0.12	0.5	0	0.46	0.27	ME3
YKW0_YEAST	0.81	0.9	0.39	0.41	0.5	0	0.53	0.22	ME2
GAC1_YEAST	0.55	0.66	0.57	0.32	0.5	0	0.57	0.34	CYT
GAS1_YEAST	0.7	0.69	0.43	0.33	0.5	0	0.58	0.22	ME1
GCN4_YEAST	0.56	0.54	0.59	0.14	0.5	0	0.52	0.27	NUC
GDI1_YEAST	0.64	0.53	0.45	0.13	0.5	0	0.53	0.22	CYT
GLS1_YEAST	0.2	0.34	0.33	0.1	0.5	0	0.48	0.31	ME3
GSP2_YEAST	0.58	0.48	0.56	0.12	0.5	0	0.46	0.25	NUC
HBS1_YEAST	0.21	0.38	0.49	0.16	0.5	0	0.51	0.45	CYT
H4_YEAST	0.37	0.34	0.58	0.24	0.5	0	0.44	0.18	NUC
MAT1_YEAST	0.37	0.22	0.64	0.35	0.5	0	0.47	0.22	NUC
HS83_YEAST	0.61	0.54	0.49	0.16	0.5	0	0.54	0.42	CYT
H2A2_YEAST	0.44	0.53	0.52	0.37	0.5	0	0.5	0.22	NUC
HXT5_YEAST	0.43	0.45	0.37	0.12	0.5	0	0.48	0.22	ME3
SYI_YEAST	0.5	0.46	0.52	0.16	0.5	0	0.52	0.26	CYT
INO4_YEAST	0.45	0.38	0.59	0.18	0.5	0	0.44	0.45	NUC
YJ12_YEAST	0.5	0.46	0.42	0.32	0.5	0	0.56	0.55	ME3
JNM1_YEAST	0.42	0.25	0.6	0.14	0.5	0	0.45	0.22	CYT
KHS1_YEAST	0.89	0.77	0.36	0.34	0.5	0	0.44	0.22	EXC
KRE5_YEAST	0.86	0.92	0.5	0.37	1	0	0.53	0.32	ERL
LAG1_YEAST	0.42	0.51	0.39	0.22	0.5	0	0.49	0.26	ME3
LEU1_YEAST	0.52	0.62	0.54	0.19	0.5	0	0.5	0.22	MIT
MAD1_YEAST	0.62	0.64	0.56	0.2	0.5	0	0.48	0.33	NUC
AMPM_YEAST	0.48	0.51	0.57	0.24	0.5	0	0.5	0.22	CYT
MDHM_YEAST	0.58	0.49	0.5	0.41	0.5	0	0.57	0.22	MIT
EFG2_YEAST	0.49	0.48	0.46	0.63	0.5	0	0.52	0.22	MIT
MET4_YEAST	0.55	0.65	0.5	0.28	0.5	0	0.55	0.22	NUC
MIG1_YEAST	0.43	0.39	0.59	0.13	0.5	0	0.41	0.43	NUC
MOD5_YEAST	0.67	0.51	0.54	0.21	0.5	0	0.43	0.3	MIT
RM41_YEAST	0.52	0.5	0.59	0.31	0.5	0	0.5	0.22	MIT
RM31_YEAST	0.58	0.52	0.61	0.33	0.5	0	0.38	0.11	MIT
RM09_YEAST	0.58	0.53	0.57	0.46	0.5	0	0.51	0.27	MIT
SYFM_YEAST	0.43	0.32	0.5	0.29	0.5	0	0.5	0.22	MIT
MSP1_YEAST	0.63	0.6	0.5	0.27	0.5	0	0.55	0.22	MIT
RU1A_YEAST	0.47	0.46	0.55	0.28	0.5	0	0.44	0.46	NUC
NAB1_YEAST	0.49	0.6	0.55	0.17	0.5	0	0.44	0.22	CYT
NCPR_YEAST	0.78	0.63	0.53	0.13	0.5	0	0.54	0.22	ME2
NIN1_YEAST	0.47	0.5	0.55	0.19	0.5	0	0.62	0.22	CYT
NSR1_YEAST	0.3	0.55	0.58	0.16	0.5	0	0.61	0.28	NUC
NUP2_YEAST	0.25	0.36	0.58	0.3	0.5	0	0.58	0.31	NUC
ORC2_YEAST	0.39	0.42	0.49	0.1	0.5	0	0.49	0.65	NUC
UBCX_YEAST	0.47	0.43	0.59	0.27	0.5	0	0.55	0.22	POX
DCP3_YEAST	0.52	0.46	0.51	0.18	0.5	0	0.5	0.22	CYT
PE12_YEAST	0.28	0.46	0.26	0.18	0.5	0	0.39	0.22	VAC
RTPT_YEAST	0.48	0.45	0.59	0.35	0.5	0	0.55	0.3	MIT
PGD1_YEAST	0.41	0.48	0.54	0.24	0.5	0	0.37	0.51	NUC
PHO4_YEAST	0.44	0.42	0.57	0.22	0.5	0	0.5	0.25	NUC
LONM_YEAST	0.47	0.54	0.53	0.77	0.5	0	0.52	0.36	MIT
PMP1_YEAST	0.95	0.71	0.27	0.39	0.5	0	0.31	0.22	ME2
DPOE_YEAST	0.37	0.48	0.5	0.26	0.5	0	0.52	0.39	NUC
PPR1_YEAST	0.42	0.28	0.51	0.23	0.5	0	0.53	0.27	NUC
PRC6_YEAST	0.53	0.43	0.57	0.24	0.5	0	0.39	0.28	CYT
PR22_YEAST	0.68	0.39	0.5	0.15	0.5	0	0.48	0.37	NUC
PRC5_YEAST	0.28	0.51	0.55	0.19	0.5	0	0.57	0.22	CYT
PUB1_YEAST	0.48	0.5	0.56	0.11	0.5	0	0.33	0.22	CYT
UCRX_YEAST	0.5	0.62	0.52	0.3	0.5	0	0.56	0.22	MIT
RA18_YEAST	0.51	0.55	0.56	0.18	0.5	0	0.5	0.38	NUC
RA54_YEAST	0.43	0.41	0.51	0.34	0.5	0	0.49	0.28	NUC
RAS1_YEAST	0.61	0.46	0.54	0.11	0.5	0	0.47	0.22	CYT
DPOX_YEAST	0.32	0.49	0.53	0.28	0.5	0	0.5	0.5	NUC
RHO2_YEAST	0.64	0.44	0.51	0.35	0.5	0	0.53	0.22	CYT
ROX1_YEAST	0.5	0.36	0.64	0.37	0.5	0	0.37	0.33	NUC
R17B_YEAST	0.43	0.33	0.54	0.37	0.5	0	0.38	0.16	CYT
RPB4_YEAST	0.38	0.44	0.55	0.44	0.5	0	0.47	0.51	NUC
RPC6_YEAST	0.37	0.45	0.53	0.14	0.5	0	0.49	0.22	NUC
RL12_YEAST	0.59	0.51	0.48	0.12	0.5	0	0.54	0.31	CYT
RL25_YEAST	0.44	0.36	0.64	0.45	0.5	0	0.53	0.11	CYT
RL44_YEAST	0.34	0.34	0.65	0.4	0.5	0	0.32	0.16	CYT
RLA0_YEAST	0.48	0.55	0.48	0.1	0.5	0	0.55	0.22	CYT
R19A_YEAST	0.52	0.43	0.61	0.22	0.5	0	0.45	0.22	CYT
R271_YEAST	0.39	0.65	0.57	0.19	0.5	0	0.44	0.25	CYT
RS8_YEAST	0.37	0.3	0.62	0.43	0.5	0	0.44	0.39	CYT
SAG1_YEAST	0.77	0.86	0.44	0.27	0.5	0	0.48	0.22	ME1
SDH3_YEAST	0.54	0.64	0.4	0.56	0.5	0	0.51	0.22	MIT
SC18_YEAST	0.34	0.46	0.52	0.19	0.5	0	0.53	0.26	CYT
S61A_YEAST	0.55	0.72	0.35	0.26	0.5	0	0.49	0.22	ME3
SED1_YEAST	0.77	0.82	0.4	0.36	0.5	0	0.38	0.22	ME1
SHM1_YEAST	0.56	0.59	0.45	0.15	0.5	0	0.54	0.22	MIT
SIR2_YEAST	0.42	0.28	0.49	0.22	0.5	0	0.55	0.34	NUC
SLA2_YEAST	0.46	0.48	0.38	0.22	0.5	0	0.39	0.45	ME3
SMF2_YEAST	0.23	0.37	0.32	0.13	0.5	0	0.53	0.22	MIT
SNF6_YEAST	0.55	0.4	0.62	0.22	0.5	0	0.37	0.28	NUC
RL35_YEAST	0.52	0.47	0.58	0.18	0.5	0	0.34	0.11	CYT
SP10_YEAST	0.27	0.46	0.52	0.17	0.5	0	0.49	0.44	NUC
SPT7_YEAST	0.49	0.6	0.54	0.35	0.5	0	0.53	0.46	NUC
SRPR_YEAST	0.55	0.46	0.47	0.15	0.5	0	0.47	0.22	ME3
HS75_YEAST	0.6	0.46	0.51	0.1	0.5	0	0.48	0.31	CYT
S61G_YEAST	0.49	0.31	0.43	0.24	0.5	0	0.54	0.22	ME3
GBB_YEAST	0.44	0.4	0.53	0.19	0.5	0	0.48	0.27	CYT
TF2B_YEAST	0.58	0.64	0.42	0.3	0.5	0	0.54	0.22	NUC
SUP2_YEAST	0.23	0.29	0.46	0	0.5	0	0.43	0.31	CYT
SYG1_YEAST	0.31	0.51	0.38	0.18	0.5	0	0.46	0.31	ME3
TCPZ_YEAST	0.49	0.48	0.52	0.24	0.5	0	0.5	0.22	CYT
T2EA_YEAST	0.55	0.79	0.45	0.25	0.5	0	0.51	0.22	NUC
IF4A_YEAST	0.38	0.42	0.5	0.19	0.5	0	0.44	0.22	CYT
TP20_YEAST	0.4	0.56	0.53	0.15	0.5	0	0.49	0.22	CYT
TOP3_YEAST	0.53	0.51	0.54	0.21	0.5	0	0.45	0.22	NUC
TPS3_YEAST	0.4	0.44	0.5	0.13	0.5	0	0.52	0.39	CYT
TSA_YEAST	0.59	0.64	0.44	0.26	0.5	0	0.5	0.22	CYT
TYE7_YEAST	0.36	0.52	0.61	0.33	0.5	0	0.52	0.37	NUC
UBP2_YEAST	0.19	0.41	0.55	0.13	0.5	0	0.52	0.25	CYT
UMPK_YEAST	0.47	0.59	0.56	0.09	0.5	0	0.5	0.22	CYT
VATB_YEAST	0.44	0.35	0.55	0.14	0.5	0	0.52	0.22	VAC
VP15_YEAST	0.65	0.63	0.47	0.22	0.5	0	0.52	0.27	CYT
YAA7_YEAST	1	0.8	0.29	0.36	0.5	0	0.52	0.22	ME1
PDR4_YEAST	0.57	0.53	0.6	0.28	0.5	0	0.52	0.45	NUC
YBG6_YEAST	0.28	0.41	0.46	0.18	0.5	0	0.47	0.39	NUC
YB37_YEAST	0.8	0.82	0.4	0.31	0.5	0	0.57	0.25	ME1
YCK2_YEAST	0.59	0.48	0.49	0.49	0.5	0	0.36	0.32	CYT
YCS4_YEAST	0.51	0.38	0.42	0.21	0.5	0	0.46	0.34	ME3
YEA6_YEAST	0.42	0.71	0.45	0.15	0.5	0	0.48	0.22	ME3
YHD5_YEAST	0.38	0.67	0.33	0.17	0.5	0	0.51	0.22	ME3
YHQ1_YEAST	0.72	0.73	0.41	0.28	0.5	0	0.44	0.22	ME1
YIF2_YEAST	0.47	0.5	0.6	0.63	0.5	0	0.38	0.16	CYT
YKE6_YEAST	0.77	0.74	0.37	0.29	0.5	0	0.45	0.22	ME1
YK68_YEAST	0.32	0.29	0.29	0.08	0.5	0	0.52	0.22	ME3
YPT7_YEAST	0.61	0.48	0.54	0.25	0.5	0	0.5	0.22	CYT
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BAF1_YEAST	0.48	0.45	0.59	0.2	0.5	0	0.58	0.34	NUC
ACT3_YEAST	0.58	0.47	0.54	0.11	0.5	0	0.51	0.26	NUC
KAD1_YEAST	0.57	0.47	0.6	0.18	0.5	0	0.51	0.22	CYT
SYAC_YEAST	0.4	0.45	0.57	0.18	0.5	0	0.56	0.26	CYT
APE2_YEAST	0.49	0.39	0.52	0.29	0.5	0	0.48	0.22	EXC
OTC_YEAST	0.53	0.44	0.51	0.33	0.5	0	0.55	0.22	CYT
AROG_YEAST	0.48	0.54	0.55	0.12	0.5	0	0.51	0.22	CYT
ATPU_YEAST	0.5	0.54	0.53	0.54	0.5	0	0.51	0.27	MIT
BAR1_YEAST	0.8	0.63	0.45	0.29	0.5	0	0.51	0.22	EXC
CYBM_YEAST	0.61	0.72	0.39	0.33	0.5	0	0.58	0.22	MIT
CAPB_YEAST	0.3	0.56	0.55	0.18	0.5	0	0.5	0.22	CYT
CBP3_YEAST	0.47	0.47	0.57	0.48	0.5	0	0.48	0.22	MIT
CCPR_YEAST	0.46	0.71	0.48	0.53	0.5	0	0.53	0.22	MIT
CC27_YEAST	0.48	0.54	0.5	0.17	0.5	0	0.53	0.22	NUC
CAL1_YEAST	0.39	0.55	0.48	0.31	0.5	0	0.54	0.29	CYT
DNLI_YEAST	0.67	0.71	0.52	0.65	0.5	0	0.53	0.36	NUC
CHS1_YEAST	0.26	0.5	0.33	0.28	0.5	0	0.51	0.22	ME3
KC22_YEAST	0.49	0.31	0.49	0.35	0.5	0	0.51	0.29	NUC
P2B1_YEAST	0.32	0.42	0.52	0.24	0.5	0	0.6	0.22	CYT
COT1_YEAST	0.72	0.62	0.34	0.29	0.5	0	0.56	0.28	MIT
COXA_YEAST	0.49	0.6	0.43	0.56	0.5	0	0.36	0.22	MIT
CYPC_YEAST	0.47	0.46	0.59	0.49	0.5	0	0.56	0.22	MIT
YKE9_YEAST	0.34	0.36	0.54	0.11	0.5	0	0.36	0.21	NUC
MTC_YEAST	0.38	0.51	0.75	0.17	0.5	0	0.55	0.22	CYT
CYT2_YEAST	0.27	0.39	0.66	0.11	0.5	0	0.44	0.22	MIT
DBP1_YEAST	0.42	0.32	0.5	0.21	0.5	0	0.51	0.22	NUC
DPB2_YEAST	0.5	0.51	0.52	0.09	0.5	0	0.48	0.25	NUC
EF1B_YEAST	0.39	0.45	0.53	0.18	0.5	0	0.54	0.22	CYT
ERD2_YEAST	0.71	0.56	0.39	0.27	0.5	0	0.52	0.22	ME2
ERG6_YEAST	0.32	0.47	0.55	0.12	0.5	0	0.52	0.22	CYT
FAD1_YEAST	0.43	0.51	0.48	0.14	0.5	0	0.5	0.22	CYT
FHL1_YEAST	0.33	0.44	0.49	0.08	0.5	0	0.48	0.49	NUC
SYFA_YEAST	0.45	0.4	0.56	0.14	0.5	0	0.54	0.22	CYT
GAL1_YEAST	0.48	0.35	0.42	0.21	0.5	0	0.57	0.22	CYT
GBP2_YEAST	0.23	0.3	0.58	0.22	0.5	0	0.48	0.27	NUC
GCN5_YEAST	0.31	0.31	0.54	0.18	0.5	0	0.52	0.29	NUC
GEF1_YEAST	0.49	0.31	0.34	0.13	0.5	0	0.52	0.22	ME3
6PGD_YEAST	0.74	0.53	0.5	0.08	0.5	0	0.55	0.31	CYT
UGS1_YEAST	0.58	0.45	0.48	0.24	0.5	0	0.52	0.37	CYT
HCM1_YEAST	0.46	0.57	0.57	0.15	0.5	0	0.52	0.26	NUC
H4_YEAST	0.37	0.34	0.58	0.24	0.5	0	0.44	0.18	NUC
MAT2_YEAST	0.51	0.48	0.58	0.22	0.5	0	0.5	0.28	NUC
HSF_YEAST	0.34	0.35	0.61	0.19	0.5	0	0.52	0.25	NUC
H2B1_YEAST	0.32	0.34	0.61	0.17	0.5	0	0.52	0.32	NUC
HXT6_YEAST	0.45	0.57	0.3	0.17	0.5	0	0.51	0.22	ME3
THDH_YEAST	0.5	0.53	0.45	0.44	0.5	0	0.49	0.22	MIT
IPYR_YEAST	0.43	0.51	0.6	0.25	0.5	0	0.55	0.22	CYT
YJ13_YEAST	0.68	0.5	0.43	0.27	0.5	0	0.61	0.22	ME2
KAR1_YEAST	0.23	0.34	0.41	0.28	0.5	0	0.5	0.27	NUC
KIN1_YEAST	0.48	0.43	0.45	0.17	0.5	0	0.48	0.37	ME3
KRE6_YEAST	0.37	0.55	0.29	0.32	0.5	0	0.51	0.22	ME3
BLH1_YEAST	0.52	0.48	0.58	0.55	0.5	0	0.48	0.22	CYT
LGT3_YEAST	0.46	0.4	0.38	0.18	0.5	0	0.49	0.22	ME3
MAG_YEAST	0.46	0.32	0.58	0.17	0.5	0	0.61	0.25	NUC
MPP2_YEAST	0.5	0.62	0.54	0.66	0.5	0	0.49	0.22	MIT
MDHC_YEAST	0.62	0.6	0.47	0.16	0.5	0	0.53	0.22	CYT
MEIX_YEAST	0.7	0.53	0.42	0.22	0.5	0	0.51	0.28	NUC
METE_YEAST	0.29	0.46	0.54	0.27	0.5	0	0.49	0.22	CYT
DPOG_YEAST	0.48	0.47	0.54	0.55	0.5	0	0.51	0.65	MIT
MOT1_YEAST	0.58	0.46	0.46	0.34	0.5	0	0.5	0.43	NUC
RT04_YEAST	0.42	0.53	0.53	0.64	0.5	0	0.47	0.22	MIT
RM32_YEAST	0.57	0.61	0.55	0.27	0.5	0	0.44	0.21	MIT
RT28_YEAST	0.65	0.53	0.55	0.52	0.5	0	0.47	0.27	MIT
MSH1_YEAST	0.49	0.44	0.45	0.55	0.5	0	0.48	0.22	MIT
